January,August_max,Slope,Elev,Precip,NC,NW,EC,WC,SE,SC,SW,Infested
-12.19,18.88,19.99372853,2545.08,500.51,No,No,No,No,Yes,No,No,No
-12.02,19.26,20.18528374,2686.2024,538.96,No,No,No,No,Yes,No,No,Yes
-12.32,20.08,20.31130061,2893.1616,572.96,No,No,No,No,Yes,No,No,Yes
-12.6,21.56,20.38776877,2486.2536,561.08,No,No,No,No,Yes,No,No,Yes
-12.77,22.92,20.43436828,2323.1856,521.79,No,No,No,No,Yes,No,No,Yes
-12.94,23.87,20.47582703,2550.2616,488.25,No,No,No,No,Yes,No,No,Yes
-12.79,24.55,20.55206349,2593.2384,501.89,No,No,No,No,Yes,No,No,Yes
-12.59,25.16,20.61978819,2896.2096,505.01,No,No,No,No,Yes,No,No,Yes
-12.36,25.66,20.66684903,3053.1816,459.52,No,No,No,No,Yes,No,No,Yes
-12.35,25.89,20.68798309,2702.052,489.32,No,No,No,No,Yes,No,No,Yes
-11.96,26.54,20.62017608,2560.0152,487.25,No,No,No,No,Yes,No,No,Yes
-11,27.55,20.49839885,2330.196,483.78,No,No,No,No,Yes,No,No,Yes
-9.54,28.57,20.31567645,2328.0624,449.38,No,No,No,No,Yes,No,No,No
-8.46,29.31,20.06766266,2376.2208,443.64,No,No,No,No,Yes,No,No,No
-12.97,27.87,17.16713326,2392.0704,388.6,No,No,No,No,No,No,Yes,Yes
-13.51,27.52,17.80220412,2347.2648,453.24,No,No,No,No,No,No,Yes,Yes
-13.4,27.62,17.83743392,2359.152,422.11,No,No,No,No,No,No,Yes,Yes
-13.63,27.4,17.75563659,2261.0064,479.99,No,No,No,No,No,No,Yes,Yes
-13.51,26.98,17.58592309,2364.0288,425.58,No,No,No,No,No,No,Yes,Yes
-13.88,26.7,17.48173542,2391.156,514.76,No,No,No,No,No,No,Yes,Yes
-13.45,26.98,17.58719547,2434.1328,531.5,No,No,No,No,No,No,Yes,Yes
-13.41,27.16,17.77822518,2751.1248,479.43,No,No,No,No,No,No,Yes,Yes
-12.82,27.2,18.00739952,2627.9856,373.79,No,No,No,No,No,No,Yes,Yes
-13.34,27.22,18.07523938,2560.0152,318.72,No,No,No,No,No,No,Yes,Yes
-14.38,27.22,17.93206148,2600.2488,240.63,No,No,No,No,No,No,Yes,Yes
-14.57,26.78,17.8643631,2645.0544,390.18,No,No,No,No,No,No,Yes,Yes
-14.63,26.03,17.86585007,3001.0608,482.22,No,No,No,No,No,No,Yes,Yes
-14.62,25.84,17.87800894,2892.2472,410.56,No,No,No,No,No,No,Yes,Yes
-14.26,25.89,18.10541903,2456.9928,334.32,No,No,No,No,No,No,Yes,Yes
-13.8,25.56,18.41231814,2889.1992,297.18,No,No,No,No,No,No,Yes,Yes
-13.93,24.12,18.58954014,2886.1512,336.8,No,No,No,No,No,No,Yes,Yes
-14.27,23.06,18.65740914,2382.012,521.04,No,No,No,No,No,No,Yes,Yes
-14.68,22.59,18.76590309,2528.0112,490.73,No,No,No,No,No,Yes,No,Yes
-14.78,22.39,18.79381234,2711.196,407.74,No,No,No,No,No,Yes,No,Yes
-14.94,21.48,18.78551287,2745.0288,646.69,No,No,No,No,No,Yes,No,Yes
-14.74,21.11,18.80931511,2561.2344,702.45,No,No,No,No,No,Yes,No,Yes
-14.01,21.23,18.75090471,2611.2216,717.53,No,No,No,No,No,Yes,No,Yes
-13.4,21.1,18.60481624,2470.0992,657.75,No,No,No,No,No,Yes,No,Yes
-13.5,20.27,18.50558885,2487.168,830.64,No,No,No,No,No,Yes,No,Yes
-14.21,19.42,18.48876262,2620.0608,752.51,No,No,No,No,No,Yes,No,Yes
-15.15,19.29,18.50450623,2610.0024,745.01,No,No,No,No,No,Yes,No,Yes
-15.66,19.38,18.51905642,2451.2016,584.12,No,No,No,No,No,Yes,No,Yes
-16.34,19.16,18.48452667,2442.972,753.68,No,No,No,No,No,Yes,No,Yes
-16.5,19.68,18.43372164,2448.1536,696.99,No,No,No,No,No,Yes,No,Yes
-16.45,20.72,18.44942028,2579.2176,512.55,No,No,No,No,No,Yes,No,Yes
-16.29,22.07,18.4560813,2552.0904,313.2,No,No,No,No,No,Yes,No,Yes
-16.16,22.45,18.52481168,2430.1704,366.2,No,No,No,No,No,Yes,No,Yes
-15.89,22.14,18.67950712,2501.1888,342.03,No,No,No,No,No,Yes,No,Yes
-15.3,21.19,18.8473247,2342.9976,559.63,No,No,No,No,No,Yes,No,Yes
-14.89,20.22,19.01007062,2682.24,653.83,No,No,No,No,No,Yes,No,Yes
-14.63,19.6,19.08222655,2905.0488,484.83,No,No,No,No,Yes,No,No,Yes
-14.16,18.96,19.15541754,2580.132,644.68,No,No,No,No,Yes,No,No,No
-13.9,18.78,19.26633465,2641.092,620.23,No,No,No,No,Yes,No,No,No
-13.17,18.8,19.41004364,2242.1088,579.58,No,No,No,No,Yes,No,No,No
-12.6,19.11,19.61707411,2256.1296,482.82,No,No,No,No,Yes,No,No,No
-12.19,18.55,19.84212157,2316.1752,607.55,No,No,No,No,Yes,No,No,No
-12.19,18.58,20.02445666,2251.2528,631.28,No,No,No,No,Yes,No,No,No
-12.43,20.04,20.14652143,2339.0352,562.45,No,No,No,No,Yes,No,No,Yes
-12.77,21.59,20.22213044,2303.9832,545.16,No,No,No,No,Yes,No,No,Yes
-13.07,23.04,20.26807398,2252.1672,522.96,No,No,No,No,Yes,No,No,Yes
-13.22,23.72,20.30804216,2321.9664,521.89,No,No,No,No,Yes,No,No,Yes
-13.06,24.27,20.38371485,2320.1376,531.57,No,No,No,No,Yes,No,No,Yes
-12.75,24.76,20.45274611,2415.2352,530.03,No,No,No,No,Yes,No,No,Yes
-12.59,25.12,20.49737421,2701.1376,515.87,No,No,No,No,Yes,No,No,Yes
-12.46,25.43,20.52164194,2441.1432,510.17,No,No,No,No,Yes,No,No,Yes
-12.29,25.98,20.45961996,2464.0032,506.21,No,No,No,No,Yes,No,No,Yes
-11.37,27.01,20.34353666,2594.1528,504.82,No,No,No,No,Yes,No,No,Yes
-10.01,28.29,20.16420569,2625.2424,463.48,No,No,No,No,Yes,No,No,No
-8.76,29.18,19.91721877,2954.1216,446.08,No,No,No,No,Yes,No,No,No
-12.44,28.99,17.33354789,2728.2648,396.65,No,No,No,No,No,No,Yes,Yes
-12.33,29.28,17.76469347,2362.2,335.48,No,No,No,No,No,No,Yes,Yes
-12.5,29.13,17.77686372,2746.248,413.11,No,No,No,No,No,No,Yes,Yes
-12.52,28.25,17.70970302,2505.1512,498.89,No,No,No,No,No,No,Yes,Yes
-13.25,26.89,17.53807786,2291.1816,607,No,No,No,No,No,No,Yes,No
-13.14,26.29,17.46286411,2725.2168,637.1,No,No,No,No,No,No,Yes,No
-13.51,26.23,17.54540492,2625.2424,568.92,No,No,No,No,No,No,Yes,No
-13.22,26.39,17.74887433,2899.2576,573.17,No,No,No,No,No,No,Yes,Yes
-13.44,26.35,17.9864289,2627.9856,497.15,No,No,No,No,No,No,Yes,Yes
-14.26,25.99,18.03866561,2437.1808,520.17,No,No,No,No,No,No,Yes,Yes
-15.16,25.62,17.87443058,2324.1,489.26,No,No,No,No,No,No,Yes,Yes
-15.17,25,17.80563576,2353.056,456.75,No,No,No,No,No,No,Yes,No
-15.04,24.52,17.81054486,2510.028,536.4,No,No,No,No,No,No,Yes,Yes
-15.38,24.13,17.82120631,2471.0136,567.53,No,No,No,No,No,No,Yes,Yes
-15.08,24.57,18.05512393,2318.004,407.07,No,No,No,No,No,No,Yes,Yes
-14.74,24.28,18.35540596,2174.1384,316.36,No,No,No,No,No,No,Yes,Yes
-14.86,23.25,18.55274106,2360.9808,440.27,No,No,No,No,No,No,Yes,Yes
-15.67,21.75,18.63875672,2665.1712,607.44,No,No,No,No,No,No,Yes,Yes
-15.99,21.08,18.76275788,2545.08,668,No,No,No,No,No,Yes,No,Yes
-16.31,20.23,18.78222652,2586.228,696.16,No,No,No,No,No,Yes,No,Yes
-16.33,19.9,18.75598203,2355.1896,681.17,No,No,No,No,No,Yes,No,Yes
-16.09,19.61,18.77600432,2198.2176,750.86,No,No,No,No,No,Yes,No,Yes
-15.17,20.14,18.70034767,2842.26,701.59,No,No,No,No,No,Yes,No,Yes
-14.06,20.68,18.54075913,2629.2048,607.21,No,No,No,No,No,Yes,No,Yes
-14.09,20.1,18.42872224,2358.2376,739.26,No,No,No,No,No,Yes,No,Yes
-14.83,19.51,18.39803288,2587.1424,690.67,No,No,No,No,No,Yes,No,Yes
-15.63,19.17,18.40072721,2224.1256,674.61,No,No,No,No,No,Yes,No,Yes
-16.26,18.9,18.40393874,2200.9608,755.54,No,No,No,No,No,Yes,No,Yes
-16.41,19.05,18.35927559,2245.1568,753.52,No,No,No,No,No,Yes,No,Yes
-16.39,19.28,18.29974936,2186.0256,755.82,No,No,No,No,No,Yes,No,Yes
-16.22,20.09,18.30676752,2172.0048,760.38,No,No,No,No,No,Yes,No,Yes
-15.8,21.2,18.31667392,2138.172,465.25,No,No,No,No,No,Yes,No,Yes
-15.44,22.02,18.38841495,2121.1032,362.76,No,No,No,No,No,Yes,No,Yes
-15.14,21.72,18.54275348,2256.1296,405.24,No,No,No,No,No,Yes,No,Yes
-14.89,20.83,18.71009959,2292.096,541.84,No,No,No,No,No,Yes,No,Yes
-14.52,19.91,18.86641376,2355.1896,658.05,No,No,No,No,No,Yes,No,No
-14.21,19.36,18.93890298,2456.0784,654.88,No,No,No,No,Yes,No,No,No
-13.9,19.08,19.01071036,2442.0576,651.17,No,No,No,No,Yes,No,No,No
-13.44,19.35,19.11544833,2242.1088,606.77,No,No,No,No,Yes,No,No,No
-13.16,20.31,19.25669932,2502.1032,464.27,No,No,No,No,Yes,No,No,No
-12.81,20.29,19.46031139,2601.1632,504.83,No,No,No,No,Yes,No,No,No
-12.68,19.69,19.68001882,2805.0744,556,No,No,No,No,Yes,No,No,No
-12.71,19.44,19.85415412,2503.0176,577.89,No,No,No,No,Yes,No,No,Yes
-12.92,20.58,19.96872609,2403.0432,549.51,No,No,No,No,Yes,No,No,Yes
-13.12,22.16,20.0406713,2471.0136,516.64,No,No,No,No,Yes,No,No,Yes
-13.31,23.05,20.08909391,2313.1272,530.1,No,No,No,No,Yes,No,No,Yes
-13.41,23.71,20.1340582,2339.0352,533.83,No,No,No,No,Yes,No,No,Yes
-13.21,23.99,20.21313024,2671.2672,564.59,No,No,No,No,Yes,No,No,Yes
-12.99,24.4,20.28221318,2686.2024,585.83,No,No,No,No,Yes,No,No,Yes
-12.8,24.81,20.32527752,2659.9896,556.29,No,No,No,No,Yes,No,No,Yes
-12.68,24.98,20.3462072,2526.1824,546.88,No,No,No,No,Yes,No,No,Yes
-12.43,25.53,20.28227794,2334.1584,521.35,No,No,No,No,Yes,No,No,No
-11.76,26.51,20.16700652,2092.1472,499.83,No,No,No,No,Yes,No,No,Yes
-10.53,27.8,19.99111559,2107.9968,477.28,No,No,No,No,Yes,No,No,No
-9.18,29.1,19.7461499,2269.236,452.91,No,No,No,No,Yes,No,No,No
-12.16,27.75,17.31272689,2334.1584,549.99,No,No,No,No,No,No,Yes,Yes
-11.87,28.38,17.6587609,2248.2048,385.54,No,No,No,No,No,No,Yes,Yes
-11.32,28.82,17.69342947,2125.0656,361.93,No,No,No,No,No,No,Yes,Yes
-11.63,28.05,17.62744933,2325.0144,389.09,No,No,No,No,No,No,Yes,Yes
-11.72,27.17,17.44304471,2191.2072,452.95,No,No,No,No,No,No,Yes,Yes
-12.36,26.69,17.37006075,2439.0096,492.29,No,No,No,No,No,No,Yes,Yes
-12.41,26.54,17.43794352,2525.268,471.74,No,No,No,No,No,No,Yes,No
-12.88,26.34,17.6484837,2192.1216,528.88,No,No,No,No,No,No,Yes,Yes
-13.54,25.7,17.91274252,2407.0056,503.89,No,No,No,No,No,No,Yes,Yes
-14.95,24.94,17.98063857,2572.2072,535.13,No,No,No,No,No,No,Yes,Yes
-16.13,24.23,17.83164667,2448.1536,639.86,No,No,No,No,No,No,Yes,Yes
-16.13,23.96,17.78258617,2257.044,472.63,No,No,No,No,No,No,Yes,Yes
-16.14,23.58,17.80902632,2306.1168,339.34,No,No,No,No,No,No,Yes,Yes
-16.33,23.53,17.8256936,2189.988,454.75,No,No,No,No,No,No,Yes,Yes
-16.33,23.5,18.05124799,2122.0176,559.16,No,No,No,No,No,No,Yes,Yes
-15.85,23.54,18.34823903,2107.9968,345.56,No,No,No,No,No,No,Yes,Yes
-16.18,22.37,18.56295573,2039.112,596.93,No,No,No,No,No,No,Yes,Yes
-16.58,21.36,18.66639194,2029.0536,562.58,No,No,No,No,No,No,Yes,Yes
-17.19,19.95,18.79854984,2011.0704,725.77,No,No,No,No,No,Yes,No,No
-17.19,19.31,18.8056569,2068.9824,730.03,No,No,No,No,No,Yes,No,Yes
-17.41,18.67,18.76725404,2155.2408,724.61,No,No,No,No,No,Yes,No,Yes
-17.08,18.84,18.76612614,2227.1736,698.93,No,No,No,No,No,Yes,No,Yes
-16.14,19.45,18.67418966,2321.052,684.26,No,No,No,No,No,Yes,No,Yes
-15.01,20.06,18.50235984,2350.008,624.23,No,No,No,No,No,Yes,No,Yes
-14.32,20.13,18.3783309,2367.0768,469.34,No,No,No,No,No,Yes,No,Yes
-15,19.63,18.33360135,2170.176,680.99,No,No,No,No,No,Yes,No,Yes
-15.83,19.07,18.32314098,2499.9696,711.79,No,No,No,No,No,Yes,No,Yes
-16.54,18.52,18.31574822,2637.1296,740.83,No,No,No,No,No,Yes,No,Yes
-16.69,18.38,18.26328955,2538.0696,727.3,No,No,No,No,No,Yes,No,Yes
-16.55,18.72,18.20206841,2408.2248,661.87,No,No,No,No,No,Yes,No,Yes
-16.31,19.04,18.21746461,2224.1256,769.22,No,No,No,No,No,Yes,No,Yes
-15.75,20.11,18.2317382,2255.2152,560.04,No,No,No,No,No,Yes,No,Yes
-15.27,20.89,18.30028723,2326.2336,400.54,No,No,No,No,No,Yes,No,Yes
-15.07,20.71,18.44837842,2211.0192,525.32,No,No,No,No,No,Yes,No,Yes
-14.75,19.94,18.61077455,2412.1872,536.16,No,No,No,No,No,Yes,No,Yes
-14.28,19.45,18.75846674,2545.9944,528.14,No,No,No,No,No,Yes,No,Yes
-13.92,19.12,18.82994209,2523.1344,700.41,No,No,No,No,Yes,No,No,No
-13.58,19.55,18.89581362,2367.9912,602.39,No,No,No,No,Yes,No,No,No
-13.47,20.29,18.99248982,2194.2552,611.49,No,No,No,No,Yes,No,No,No
-13.3,21.35,19.12900416,1986.9912,512.52,No,No,No,No,Yes,No,No,No
-13.3,21.88,19.32755863,1990.0392,429.52,No,No,No,No,Yes,No,No,Yes
-13.27,21.14,19.54164562,2123.2368,517.36,No,No,No,No,Yes,No,No,Yes
-13.26,21.01,19.71029917,2162.2512,579.05,No,No,No,No,Yes,No,No,Yes
-13.31,22.12,19.82427612,2184.1968,508.28,No,No,No,No,Yes,No,No,Yes
-13.38,23.22,19.89653029,1972.9704,509.65,No,No,No,No,Yes,No,No,Yes
-13.38,23.91,19.94318236,1960.1688,503.57,No,No,No,No,Yes,No,No,Yes
-13.41,24.26,19.98971607,2010.156,506.19,No,No,No,No,Yes,No,No,Yes
-13.26,24.58,20.0694395,2118.9696,513.97,No,No,No,No,Yes,No,No,Yes
-13.09,24.82,20.13677855,2224.1256,560.34,No,No,No,No,Yes,No,No,Yes
-12.94,24.94,20.17915292,2253.996,584.82,No,No,No,No,Yes,No,No,Yes
-12.81,25.07,20.19852155,2212.2384,567.51,No,No,No,No,Yes,No,No,Yes
-12.55,25.35,20.1322532,2342.9976,552.03,No,No,No,No,Yes,No,No,No
-12.05,26.09,20.01642408,2198.2176,541.76,No,No,No,No,Yes,No,No,Yes
-11,27.32,19.84328679,2150.9736,541.52,No,No,No,No,Yes,No,No,No
-9.72,28.72,19.60018943,2395.1184,485.1,No,No,No,No,Yes,No,No,No
-12.69,25.3,17.24843154,2171.0904,602.46,No,No,No,No,No,No,Yes,Yes
-11.79,26.57,17.5619015,2049.1704,377.76,No,No,No,No,No,No,Yes,Yes
-11.02,27.58,17.58171783,2014.1184,310.48,No,No,No,No,No,No,Yes,Yes
-10.53,27.68,17.57320968,1914.144,281.75,No,No,No,No,No,No,Yes,Yes
-10.6,27.26,17.42487927,1978.152,301.54,No,No,No,No,No,No,Yes,Yes
-10.7,27.02,17.33894408,1990.9536,317.11,No,No,No,No,No,No,Yes,No
-11.31,26.77,17.38287909,2075.9928,410.56,No,No,No,No,No,No,Yes,No
-11.65,26.13,17.59772474,2174.1384,435.3,No,No,No,No,No,No,Yes,Yes
-12.83,25.33,17.87877413,2271.9792,469.14,No,No,No,No,No,No,Yes,Yes
-14.33,24.42,17.9595481,2353.056,456.69,No,No,No,No,No,No,Yes,Yes
-16.01,23.83,17.8083705,2390.2416,582.18,No,No,No,No,No,No,Yes,Yes
-16.87,23.41,17.75411688,2155.2408,699.51,No,No,No,No,No,No,Yes,Yes
-17.15,23.24,17.77433497,2347.2648,622.93,No,No,No,No,No,No,Yes,Yes
-17.65,22.8,17.79350375,2410.968,581.43,No,No,No,No,No,No,Yes,Yes
-17.44,22.81,18.0072404,2533.1928,565.57,No,No,No,No,No,No,Yes,Yes
-17.22,22.54,18.31543814,2537.1552,535.07,No,No,No,No,No,No,Yes,Yes
-16.94,22.25,18.536038,2394.204,560.25,No,No,No,No,No,No,Yes,Yes
-17.29,21.22,18.65080488,2410.0536,662.84,No,No,No,No,No,No,Yes,Yes
-17.38,20.16,18.784381,2154.0216,703.18,No,No,No,No,No,Yes,No,Yes
-17.6,18.86,18.77788065,2366.1624,748.13,No,No,No,No,No,Yes,No,No
-17.54,18.47,18.73084854,2075.9928,742.03,No,No,No,No,No,Yes,No,Yes
-17.45,18.5,18.71361103,2244.2424,714.88,No,No,No,No,No,Yes,No,No
-16.75,19.13,18.61216902,2246.0712,753.35,No,No,No,No,No,Yes,No,No
-15.61,19.73,18.43582114,2196.9984,676.24,No,No,No,No,No,Yes,No,Yes
-14.88,20.05,18.30404807,2203.0944,495.2,No,No,No,No,No,Yes,No,Yes
-14.84,19.95,18.24792898,2200.0464,470.71,No,No,No,No,No,Yes,No,Yes
-15.77,19.2,18.22503542,1825.1424,641.88,No,No,No,No,No,Yes,No,Yes
-16.64,18.11,18.2101333,1744.0656,723.98,No,No,No,No,No,Yes,No,No
-17.04,17.68,18.15710639,1792.224,777.46,No,No,No,No,No,Yes,No,Yes
-17,17.5,18.10353517,1753.2096,751.98,No,No,No,No,No,Yes,No,Yes
-16.62,17.77,18.12031001,1901.0376,747.44,No,No,No,No,No,Yes,No,No
-16.11,18.54,18.13623148,1747.1136,731.16,No,No,No,No,No,Yes,No,Yes
-15.51,19.55,18.20491041,1776.984,438.63,No,No,No,No,No,Yes,No,Yes
-15.34,19.36,18.34891,1791.0048,604.89,No,No,No,No,No,Yes,No,Yes
-14.84,19.06,18.50348423,2070.2016,722.98,No,No,No,No,No,Yes,No,No
-14.3,18.94,18.64059739,2041.2456,701.85,No,No,No,No,No,Yes,No,No
-13.7,19.79,18.70989502,2017.1664,638.78,No,No,No,No,Yes,No,No,No
-13.46,20.29,18.77574431,2011.9848,644.63,No,No,No,No,Yes,No,No,No
-13.4,21.4,18.86973446,2143.9632,513.47,No,No,No,No,Yes,No,No,No
-13.44,22.15,19.00261693,1954.0728,436.51,No,No,No,No,Yes,No,No,No
-13.51,22.34,19.1977273,2234.184,390.56,No,No,No,No,Yes,No,No,Yes
-13.53,22.2,19.40814082,2224.1256,371.67,No,No,No,No,Yes,No,No,Yes
-13.49,22.38,19.57430327,2089.0992,405.16,No,No,No,No,Yes,No,No,Yes
-13.46,23.52,19.68666425,2063.1912,472.98,No,No,No,No,Yes,No,No,Yes
-13.42,24.32,19.75840029,2096.1096,517.29,No,No,No,No,Yes,No,No,Yes
-13.43,24.62,19.80429739,1833.9816,511.37,No,No,No,No,Yes,No,No,Yes
-13.33,24.99,19.85108555,1883.9688,495.73,No,No,No,No,Yes,No,No,Yes
-13.16,25.28,19.92837143,2006.1936,511.25,No,No,No,No,Yes,No,No,Yes
-12.96,25.5,19.99189587,2078.1264,536.43,No,No,No,No,Yes,No,No,Yes
-12.87,25.56,20.03252576,2211.0192,570.41,No,No,No,No,Yes,No,No,Yes
-12.67,25.62,20.0472983,2273.1984,552.72,No,No,No,No,Yes,No,No,Yes
-12.44,25.83,19.98050979,2359.152,539.7,No,No,No,No,Yes,No,No,Yes
-11.92,26.31,19.86743543,2335.9872,550.8,No,No,No,No,Yes,No,No,No
-11.04,27.2,19.69669964,2257.044,553.24,No,No,No,No,Yes,No,No,Yes
-9.94,28.19,19.45842329,2163.1656,476.81,No,No,No,No,Yes,No,No,No
-13.18,23.16,17.25472274,2360.9808,750.38,No,No,No,No,No,No,Yes,Yes
-12.16,24.73,17.70018919,2550.2616,555,No,No,No,No,No,No,Yes,Yes
-11,26.28,17.59141417,2412.1872,401.32,No,No,No,No,No,No,Yes,No
-10.09,26.99,17.54955764,2283.2568,295.78,No,No,No,No,No,No,Yes,No
-9.58,26.99,17.38100708,2212.2384,286.49,No,No,No,No,No,No,Yes,No
-9.66,26.75,17.28543792,2103.12,317.33,No,No,No,No,No,No,Yes,Yes
-9.89,26.2,17.330741,2203.0944,360.48,No,No,No,No,No,No,Yes,Yes
-10.39,25.74,17.57946496,1910.1816,381.05,No,No,No,No,No,No,Yes,Yes
-11.2,25.1,17.86689979,1964.1312,501.86,No,No,No,No,No,No,Yes,Yes
-12.84,24.53,17.94154169,1906.2192,604.53,No,No,No,No,No,No,Yes,Yes
-14.53,24.21,17.78323329,1907.1336,485.71,No,No,No,No,No,No,Yes,No
-16.08,24.08,17.72403699,1844.04,445.16,No,No,No,No,No,No,Yes,Yes
-17.18,23.51,17.73884972,1711.1472,668.41,No,No,No,No,No,No,Yes,Yes
-17.7,23.14,17.76612235,1640.1288,729.82,No,No,No,No,No,No,Yes,Yes
-17.89,22.77,17.98624225,1636.1664,754.57,No,No,No,No,No,No,Yes,Yes
-17.6,22.7,18.29450538,1619.0976,712.46,No,No,No,No,No,No,Yes,Yes
-17.56,22.47,18.51522462,1672.1328,685.6,No,No,No,No,No,No,Yes,Yes
-17.42,22.2,18.63942866,1657.1976,543.46,No,No,No,No,No,No,Yes,Yes
-17.52,20.91,18.76553009,1647.1392,567.79,No,No,No,No,No,Yes,No,Yes
-17.37,19.71,18.75498746,1814.1696,738.41,No,No,No,No,No,Yes,No,No
-17.21,19.07,18.70079651,1761.1344,750.01,No,No,No,No,No,Yes,No,No
-17.02,19,18.67550473,1862.0232,769.74,No,No,No,No,No,Yes,No,Yes
-16.79,19.21,18.57678664,1803.1968,658.21,No,No,No,No,No,Yes,No,Yes
-16.16,19.6,18.40742189,1839.1632,474.64,No,No,No,No,No,Yes,No,Yes
-15.41,19.78,18.2818817,1940.052,674.77,No,No,No,No,No,Yes,No,Yes
-15.31,19.94,18.22393017,1779.1176,609.42,No,No,No,No,No,Yes,No,Yes
-15.85,19.23,18.19599075,2107.9968,531.58,No,No,No,No,No,Yes,No,Yes
-16.85,17.96,18.18014396,1983.0288,623.41,No,No,No,No,No,Yes,No,Yes
-17.29,17.1,18.13094623,2056.1808,646.11,No,No,No,No,No,Yes,No,No
-17.27,16.74,18.0737164,1901.952,677.63,No,No,No,No,No,Yes,No,No
-16.99,16.48,18.08478625,1783.9944,737.84,No,No,No,No,No,Yes,No,No
-16.14,17.41,18.0993112,1847.088,714.6,No,No,No,No,No,Yes,No,Yes
-15.77,18.19,18.16713035,1773.0216,553.66,No,No,No,No,No,Yes,No,Yes
-15.36,18.37,18.30294572,1843.1256,640.36,No,No,No,No,No,Yes,No,Yes
-15.04,18.32,18.44711124,1970.2272,768.66,No,No,No,No,No,Yes,No,No
-14.31,19.34,18.57636192,2106.168,643.56,No,No,No,No,No,Yes,No,No
-13.76,20.3,18.64092786,2198.2176,510.2,No,No,No,No,Yes,No,No,No
-13.49,21.64,18.70470868,2248.2048,457.97,No,No,No,No,Yes,No,No,No
-13.46,22.06,18.79184291,2310.0792,460.72,No,No,No,No,Yes,No,No,No
-13.43,22.31,18.91951784,2193.036,475.86,No,No,No,No,Yes,No,No,No
-13.56,22.03,19.1078794,2204.0088,646.46,No,No,No,No,Yes,No,No,No
-13.56,21.74,19.31372659,2078.1264,658.33,No,No,No,No,Yes,No,No,Yes
-13.44,22.1,19.47651961,2392.0704,478.07,No,No,No,No,Yes,No,No,Yes
-13.39,23.12,19.58797766,2421.0264,504.84,No,No,No,No,Yes,No,No,Yes
-13.34,24.01,19.65814343,2172.0048,486.14,No,No,No,No,Yes,No,No,Yes
-13.29,24.61,19.70415905,2226.2592,481.85,No,No,No,No,Yes,No,No,Yes
-13.23,25.18,19.75128653,2068.068,483.15,No,No,No,No,Yes,No,No,Yes
-13.01,25.67,19.83055293,1995.2208,507.83,No,No,No,No,Yes,No,No,Yes
-12.84,25.96,19.8932382,1954.0728,560.61,No,No,No,No,Yes,No,No,Yes
-12.64,26.09,19.92694749,1807.1592,577.05,No,No,No,No,Yes,No,No,Yes
-12.52,26.15,19.93670044,1869.0336,555.82,No,No,No,No,Yes,No,No,Yes
-12.17,26.48,19.86785251,1769.9736,526.52,No,No,No,No,Yes,No,No,Yes
-11.59,26.85,19.75697451,1828.1904,517.14,No,No,No,No,Yes,No,No,Yes
-11,27.25,19.58916802,1780.032,516.21,No,No,No,No,Yes,No,No,Yes
-10.24,27.69,19.3542812,1709.0136,499.25,No,No,No,No,Yes,No,No,No
-13.17,22.03,17.30951003,1622.1456,722.86,No,No,No,No,No,No,Yes,Yes
-12.39,23.49,17.6391831,1586.1792,668.79,No,No,No,No,No,No,Yes,Yes
-11.05,25.22,17.50590087,1583.1312,475.05,No,No,No,No,No,No,Yes,No
-10.12,26.13,17.45187698,1580.9976,304.52,No,No,No,No,No,No,Yes,No
-9.26,26.42,17.29308492,1575.2064,300.78,No,No,No,No,No,No,Yes,No
-9.23,25.84,17.21675276,1601.1144,351.32,No,No,No,No,No,No,Yes,No
-9.14,25.47,17.27738257,1696.212,412.18,No,No,No,No,No,No,Yes,No
-9.14,25.26,17.54502218,1744.0656,282.27,No,No,No,No,No,No,Yes,No
-9.8,25.1,17.82300523,1751.076,343.38,No,No,No,No,No,No,Yes,Yes
-10.91,24.97,17.90179485,1677.0096,382.16,No,No,No,No,No,No,Yes,Yes
-12.86,25.05,17.75353682,1648.968,369.55,No,No,No,No,No,No,Yes,No
-14.64,24.98,17.69236866,1651.1016,391.33,No,No,No,No,No,No,Yes,Yes
-16.14,24.91,17.70642682,1712.976,339.28,No,No,No,No,No,No,Yes,Yes
-17.08,24.23,17.73625447,1872.0816,338.58,No,No,No,No,No,No,Yes,Yes
-17.32,23.84,17.95999793,1992.1728,315.4,No,No,No,No,No,No,Yes,Yes
-17.56,23.54,18.2741005,1767.2304,339.38,No,No,No,No,No,No,Yes,Yes
-17.58,23.52,18.49087087,1632.204,351.4,No,No,No,No,No,No,Yes,Yes
-17.71,23.1,18.62198026,1875.1296,452.69,No,No,No,No,No,No,Yes,Yes
-17.69,22.19,18.74271095,1887.0168,597.88,No,No,No,No,No,Yes,No,Yes
-17.35,20.96,18.72847773,1832.1528,670.05,No,No,No,No,No,Yes,No,Yes
-16.79,20.11,18.66830285,1848.0024,743.28,No,No,No,No,No,Yes,No,Yes
-16.77,19.48,18.6418494,2024.1768,767.51,No,No,No,No,No,Yes,No,Yes
-16.77,19.36,18.54572297,2041.2456,583.53,No,No,No,No,No,Yes,No,Yes
-16.63,19.06,18.37009568,2117.1408,769.38,No,No,No,No,No,Yes,No,Yes
-16.04,19.34,18.23600887,2207.0568,695.09,No,No,No,No,No,Yes,No,Yes
-15.77,19.57,18.17855405,2257.9584,562.81,No,No,No,No,No,Yes,No,Yes
