movie_production_year,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name
2001,30000000,32267774,6194297,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,30000000,16323969,10000000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2015,30000000,46889293,31682444,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2008,30000000,15740721,27700000,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Drama
2004,30000000,100422786,131524199,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2002,30000000,40118420,11500000,1/1/2002,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama
2005,30000000,18324242,5352529,1/1/2005,Dramatization,Based on Real Life Events,Live Action,Drama
2001,30000000,64172251,7000000,1/1/2001,Fantasy,Remake,Live Action,Comedy
2009,30000000,79559647,89597017,1/1/2009,Contemporary Fiction,Based on TV,Live Action,Drama
2008,30000000,76806312,83439151,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,30000000,145096820,141403180,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,30000000,42023715,5831627,1/1/2003,Historical Fiction,Original Screenplay,Live Action,Drama
2004,30000000,21800302,26994,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,30000000,61188085,694849,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2014,30000000,30577122,57379496,1/1/2014,Fantasy,Based on Factual Book/Article,Live Action,Horror
2010,30000000,26692846,23452761,1/1/2010,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure
2003,30000000,14208384,1150199,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Drama
2008,30000000,60321790,3676235,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,30000000,64251538,58278428,1/1/2013,Kids Fiction,Based on Short Film,Digital Animation,Adventure
2003,30000000,90135191,66686829,1/1/2003,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2005,30000000,12712093,13472307,1/1/2005,Historical Fiction,Original Screenplay,Live Action,Adventure
2006,30000000,38432823,3025011,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2007,30000000,480314,7275372,1/1/2007,Fantasy,Based on Game,Live Action,Action
2002,30000000,17266505,19455806,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,30000000,52990775,30291521,1/1/2001,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama
2002,30000000,170687518,137000000,1/1/2002,Historical Fiction,Based on Musical or Opera,Live Action,Musical
2004,30000000,57139723,39300000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,30000000,38233676,46413155,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Comedy
2010,30000000,18298649,22222000,1/1/2010,Contemporary Fiction,Remake,Live Action,Horror
2009,30000000,58715510,56434914,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,30000000,56068547,141524605,1/1/2005,Kids Fiction,Original Screenplay,Stop-Motion Animation,Adventure
2005,30000000,14888028,12140000,1/1/2005,Science Fiction,Original Screenplay,Live Action,Horror
2004,30000000,13001257,8600000,1/1/2004,Contemporary Fiction,Remake,Live Action,Thriller/Suspense
2013,30000000,36918811,14159730,1/1/2013,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy
2004,30000000,28165882,1190875,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2012,30000000,66380662,48740946,1/1/2012,Fantasy,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2010,30000000,40259119,25084575,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Drama
2006,30000000,40435190,13137632,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2015,30000000,42629776,26427639,1/1/2015,Fantasy,Original Screenplay,Live Action,Drama
2009,30000000,83823381,83019358,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2012,30000000,10895295,8704679,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2006,30000000,42647449,151611,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2007,30000000,53695808,102073870,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2004,30000000,3765585,15000000,1/1/2004,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2009,30000000,9362785,48865675,1/1/2009,Fantasy,Based on TV,Live Action,Adventure
2011,30000000,44338224,9714025,1/1/2011,Contemporary Fiction,Remake,Live Action,Comedy
2006,30000000,2975649,32885652,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2006,30000000,22530295,38242561,1/1/2006,Super Hero,Original Screenplay,Live Action,Comedy
2003,30000000,3517797,2942961,1/1/2003,Contemporary Fiction,Remake,Live Action,Drama
2013,30000000,35266619,47142901,1/1/2013,Fantasy,Remake,Live Action,Horror
2012,30000000,32172757,34569381,1/1/2012,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2011,30000000,125014030,72604130,1/1/2011,Historical Fiction,Based on Real Life Events,Live Action,Drama
2013,30000000,19316646,41196034,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2010,30000000,35608245,25840890,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,30000000,108244774,57090000,1/1/2001,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2006,30000000,34742066,30648427,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2005,30000000,8535575,10000000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Drama
2001,30000000,10965209,6900000,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2014,30000000,918,167914,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Drama
2004,30000000,14334645,2576063,1/1/2004,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2010,30000000,23209310,81074443,1/1/2010,Dramatization,Based on Real Life Events,Live Action,Adventure
2010,30000000,10143779,13209332,1/1/2010,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Digital Animation,Adventure
2012,30000000,12050299,36280458,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Action
2011,30000000,135739,8457415,1/1/2011,Historical Fiction,Based on Real Life Events,Live Action,Drama
2007,30000000,50980159,78799569,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2008,30000000,62932375,42000579,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,31000000,59076019,105274390,1/1/2013,Historical Fiction,Original Screenplay,Live Action,Comedy
2009,31000000,12482741,3344243,1/1/2009,Dramatization,Based on Real Life Events,Live Action,Drama
2012,31000000,93772375,66786063,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Drama
2001,31000000,24185781,6700000,1/1/2001,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2015,31000000,58884188,41771605,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2015,31500000,13900304,3500000,1/1/2015,Science Fiction,Original Screenplay,Live Action,Action
2005,32000000,43095600,45882602,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Action
2003,32000000,173398518,46837892,1/1/2003,Kids Fiction,Original Screenplay,Live Action,Comedy
2012,32000000,22537881,4854728,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,32000000,54712227,85716272,1/1/2010,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2007,32000000,35193167,42400000,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2013,32000000,101470202,25068915,1/1/2013,Science Fiction,Based on Short Film,Live Action,Comedy
2005,32000000,33022286,6476074,1/1/2005,Dramatization,Based on Real Life Events,Live Action,Drama
2006,32000000,80197993,19098469,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,32000000,57744720,12842548,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Drama
2004,32000000,17848322,12100000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2010,32000000,17804299,25799691,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2002,32000000,81150692,35747336,1/1/2002,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2010,32000000,13794835,4253231,1/1/2010,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2010,32000000,37915414,44417036,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,32000000,31493782,29984015,1/1/2005,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Drama
2007,32000000,10977721,68937640,1/1/2007,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action
2011,32500000,21819348,26606623,1/1/2011,Contemporary Fiction,Remake,Live Action,Romantic Comedy
2010,32500000,17288155,6871779,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,32500000,169106725,120420305,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,32500000,34194407,78824883,1/1/2008,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2011,33000000,17142080,24353133,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Action
2006,33000000,34020814,28000000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2013,33000000,176847,180840,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Adventure
2006,33000000,4283255,23327618,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Drama
2004,33000000,33571379,20869404,1/1/2004,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2001,33000000,51758599,28200000,1/1/2001,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2011,33000000,35074677,130477613,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Drama
2008,33000000,11008770,10612418,1/1/2008,Science Fiction,Original Screenplay,Live Action,Action
2015,34000000,37446117,23700000,1/1/2015,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2014,34000000,4091,10388575,1/1/2014,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2014,34000000,102427862,243100000,1/1/2014,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2009,34000000,15090399,190222267,1/1/2009,Kids Fiction,Original Screenplay,Hand Animation,Adventure
2010,34800000,21443494,41388221,1/1/2010,Science Fiction,Original Screenplay,Live Action,Action
2008,35000000,80277646,138258062,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2010,35000000,13305665,48416161,1/1/2010,Historical Fiction,Original Screenplay,Live Action,Drama
2015,35000000,34580201,11100000,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,35000000,19294901,5820000,1/1/2005,Fantasy,Original Screenplay,Live Action,Horror
2007,35000000,18317151,2288902,1/1/2007,Historical Fiction,Original Screenplay,Live Action,Comedy
2012,35000000,19701164,14778881,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2005,35000000,63939454,19169905,1/1/2005,Super Hero,Original Screenplay,Live Action,Adventure
2008,35000000,26638520,46387782,1/1/2008,Super Hero,Original Screenplay,Live Action,Comedy
2010,35000000,117538559,94879042,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,35000000,37490007,37791172,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2006,35000000,57651794,5219972,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,35000000,31598308,37114057,1/1/2001,Historical Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense
2011,35000000,67544505,22676677,1/1/2011,Contemporary Fiction,Spin-Off,Live Action,Comedy
2005,35000000,43894863,15000000,1/1/2005,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2002,35000000,32519322,79334860,1/1/2002,Dramatization,Based on Real Life Events,Live Action,Drama
2008,35000000,28687835,23962116,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2014,35000000,10508518,7867925,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Action
2012,35000000,25888412,7471912,1/1/2012,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2011,35000000,37553932,127550020,1/1/2011,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2010,35000000,5101237,19586287,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Drama
2005,35000000,32868349,632271,1/1/2005,Contemporary Fiction,Remake,Live Action,Comedy
2008,35000000,30691439,46529157,1/1/2008,Contemporary Fiction,Remake,Live Action,Horror
2008,35000000,11001272,20877619,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Drama
2011,35000000,37306030,47300000,1/1/2011,Dramatization,Based on Real Life Events,Live Action,Drama
2005,35000000,67962333,33200000,1/1/2005,Contemporary Fiction,Remake,Live Action,Comedy
2015,35000000,10137502,51035862,1/1/2015,Dramatization,Based on Real Life Events,Live Action,Drama
2014,35000000,47425125,48400000,1/1/2014,Fantasy,Remake,Live Action,Horror
2004,35000000,25266129,11800000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,35000000,14998070,48213018,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Drama
2008,35000000,8050977,2106557,1/1/2008,Super Hero,Based on Comic/Graphic Novel,Live Action,Action
2010,35000000,171050328,81033923,1/1/2010,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western
2011,35000000,55802754,90793137,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2006,35000000,37629831,8679813,1/1/2006,Dramatization,Based on Religious Text,Live Action,Drama
2001,35000000,11405825,13000000,1/1/2001,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2008,35000000,40687294,45074495,1/1/2008,Contemporary Fiction,Based on Game,Live Action,Action
2010,35000000,28087155,58561204,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2006,35000000,10144010,5317628,1/1/2006,Science Fiction,Original Screenplay,Live Action,Drama
2013,35000000,83299761,31662764,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Drama
2003,35000000,5781086,26957728,1/1/2003,Historical Fiction,Based on Real Life Events,Live Action,Drama
2002,35000000,39532308,63667692,1/1/2002,Science Fiction,Based on Game,Live Action,Horror
2014,35000000,10219501,2600000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,35000000,10275638,1979108,1/1/2009,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense
2006,35000000,7459300,34604805,1/1/2006,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2007,35000000,43799818,26387270,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2011,35000000,20275446,11117755,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2013,35000000,8323085,19156930,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Drama
2002,35000000,6592103,10200000,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,35000000,23483357,5423460,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Action
2001,35000000,112692062,85000000,1/1/2001,Kids Fiction,Original Screenplay,Live Action,Adventure
2011,35000000,17616641,30926747,1/1/2011,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2004,35000000,33987757,81488752,1/1/2004,Contemporary Fiction,Based on Play,Live Action,Drama
2010,35000000,39046489,26037627,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2009,35000000,45802315,43300000,1/1/2009,Fantasy,Original Screenplay,Live Action,Action
2013,35000000,134506920,40854658,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,35000000,255959475,49746319,1/1/2009,Dramatization,Based on Factual Book/Article,Live Action,Drama
2010,35000000,63075011,54654610,1/1/2010,Fantasy,Remake,Live Action,Horror
2003,35000000,52333738,959890,1/1/2003,Dramatization,Based on Real Life Events,Live Action,Drama
